Sol_Heuristic_1,Z_Score_LogP,MolLogP,MolLogP_abs,MW_LogP_Interaction,MolLogP_squared,MolLogP_signed_sqrt,Polarity_Estimate,MolWt_log,Z_Score_MolWt,MolWt,MolWt_squared,LogP_Bin_H,Aromatic_Score,MolWt_cubed
0.007445947287606928,0.11299167789382628,0.11299167789382636,0.016557412984337532,-0.20075665328892883,-0.209936560158285,0.27350576354080514,-0.31456320512276303,-0.11591201216017818,-0.3450865774311569,-0.34508657743115695,-0.4383819483401051,-0.609392503482748,-0.773745623853727,-0.3846175977087968
0.20859083193661618,-0.008700146037762547,-0.008700146037762466,-0.12614067188233247,-0.38195183141566474,-0.3127655132212503,0.18561427547104595,-0.2773965107543754,-0.5523786529354914,-0.683814457115947,-0.683814457115947,-0.6331787452344497,-0.609392503482748,-0.773745623853727,-0.4678276308939981
0.008187185688478586,0.11210219905284578,0.11210219905284587,0.015514393634009646,-0.2011669518107823,-0.21072101447925762,0.27287708776758535,-0.3143134576275921,-0.11591201216017818,-0.3450865774311569,-0.34508657743115695,-0.4383819483401051,-0.609392503482748,-0.773745623853727,-0.3846175977087968
0.3696248745259628,-0.20193942424068828,-0.2019394242406882,-0.35273662574096515,-0.45279704257669945,-0.4574468066776654,0.0372658978080115,-0.20267323462414794,-0.5523786529354914,-0.683814457115947,-0.683814457115947,-0.6331787452344497,-0.609392503482748,-0.773745623853727,-0.4678276308939981
-0.19895709726758473,0.29283318105448847,0.2928331810544886,0.22744288787866238,-0.030729352984210378,-0.04139308579067831,0.39686540824957933,-0.35962122110247974,0.09342059343914222,-0.15308013670404005,-0.15308013670404017,-0.30818046740062266,-0.609392503482748,-0.773745623853727,-0.3192552309254058
0.5707697591749721,-0.32363124817227734,-0.32363124817227723,-0.49543471060763544,-0.5926612400196163,-0.5368430270186655,-0.0627746428668668,-0.14165960470505937,-1.118806710383592,-1.0225423368007371,-1.0225423368007371,-0.7834300529649586,-0.609392503482748,-0.773745623853727,-0.5174788183491535
0.5186051067136359,-0.25402952886558505,-0.25402952886558494,-0.41381844644451476,-0.5796928538507995,-0.4925406925996145,-0.004860523686176769,-0.1781630283573905,-1.1577834604072768,-1.0423674320379135,-1.0423674320379135,-0.7908440974906596,-0.609392503482748,-0.773745623853727,-0.5195294374933086
0.7025712123299462,-0.5485582100851185,-0.5485582100851184,-0.7591882288216819,-0.6125727718416352,-0.6597589518975587,-0.26513713774284936,0.017821902225947137,-0.7824339630682349,-0.833574563944795,-0.833574563944795,-0.7051022073157742,-0.609392503482748,-0.773745623853727,-0.493404638956473
-0.9214531693546069,1.0607313829581155,1.0607313829581155,1.127894530758204,0.5520523536318158,0.9007531928526586,0.8591599503783749,-0.4774731238887863,0.3631100536534801,0.12737219021512158,0.12737219021512144,-0.09228153736201666,1.640978506110406,1.220160883116874,-0.19613202508256675
0.12455003277529982,0.0963139496254494,0.09631394962544947,-0.002999199834301767,-0.3481509547287978,-0.22456458034807936,0.2616856535937758,-0.3098305444351709,-0.5695210982792982,-0.6956052751662324,-0.6956052751662323,-0.6391571676631881,-0.609392503482748,0.41577294574358953,-0.4700694821233908
-0.9214531693546069,1.0607313829581155,1.0607313829581155,1.127894530758204,0.5520523536318158,0.9007531928526586,0.8591599503783749,-0.4774731238887863,0.3631100536534801,0.12737219021512158,0.12737219021512144,-0.09228153736201666,1.640978506110406,1.220160883116874,-0.19613202508256675
-0.5190157314689147,0.6974904612728703,0.6974904612728703,0.7019515035682439,0.14462731842640383,0.4101508581286121,0.6515240802757173,-0.43255558701183033,0.032272146340941166,-0.21135568946966848,-0.2113556894696686,-0.34921052997090163,1.640978506110406,1.105076097518506,-0.34062155971691765
0.13780372283838357,0.1221421914704092,0.12214219147040928,0.02728747455083111,-0.38669475430097305,-0.20183840001097983,0.27996204839590666,-0.3171153720278124,-0.7502959437341722,-0.8137199670778016,-0.8137199670778016,-0.6960675622434813,-0.609392503482748,0.5718777449033426,-0.4903641314250901
